beat_number,label,score,class
130,0,4.112049681830161,normal
131,0,4.17026152221742,normal
132,0,4.147246408280898,normal
133,0,4.167948991009355,normal
134,0,4.152905081268264,normal
135,0,4.1185169155898524,normal
136,0,4.1681725234614335,normal
137,0,4.098402700106963,normal
138,0,4.120467421690187,normal
139,0,4.142612833477639,normal
140,0,2.4092820170184286,normal
141,1,3.3385544615715577,anomaly
142,0,4.075464823924586,normal
143,0,4.023391047419641,normal
144,0,4.137590703153249,normal
145,0,4.17991113494724,normal
146,0,4.160215236584568,normal
147,0,4.013771680448214,normal
148,0,4.080180702475502,normal
149,0,4.04976347502318,normal
150,0,4.147148874994586,normal
151,0,4.068677439526693,normal
152,0,4.197345370002034,normal
153,0,4.099930605490407,normal
154,0,4.121883918206199,normal
155,0,4.170759677743134,normal
156,0,4.070044448400108,normal
157,0,4.17867476341546,normal
158,0,4.248872024236841,normal
159,0,4.151789034710996,normal
160,0,3.9842265667655115,normal
161,0,4.086304245968554,normal
162,0,4.110505943678647,normal
163,0,4.118514867975584,normal
164,0,3.97550614654179,normal
165,0,4.049752581980976,normal
166,0,4.088638843100252,normal
167,0,4.124621764847269,normal
168,0,4.201282405478349,normal
169,0,4.168046610516721,normal
170,0,4.055092174369379,normal
171,0,4.114915280575756,normal
172,0,4.110219741536194,normal
173,0,4.113016232127032,normal
174,0,4.117169451514816,normal
175,0,2.4567862373415634,normal
176,1,3.3577993057221667,anomaly
177,0,4.099274181647826,normal
178,0,3.99813928052776,normal
179,0,4.130795465159271,normal
180,0,4.11361311636669,normal
181,0,4.13621712242141,normal
182,0,4.134267387046709,normal
183,0,4.169987510743012,normal
184,0,4.131073724952014,normal
185,0,4.109534433241533,normal
186,0,4.157303850298537,normal
187,0,4.206378793211607,normal
188,0,4.151710288641251,normal
189,0,4.147779502687845,normal
190,0,4.1358605811995535,normal
191,0,4.0854557612858695,normal
192,0,4.0710569306351845,normal
193,0,4.120771994118298,normal
194,0,4.176636935386563,normal
195,0,4.1655832596258255,normal
196,0,4.184101876865622,normal
197,0,4.166078556776489,normal
198,0,4.191500051943823,normal
199,0,4.156514972056693,normal
200,0,4.174261582643226,normal
201,0,4.150716199828545,normal
202,0,4.125673457922641,normal
203,0,4.188839693279643,normal
204,0,4.176445716762162,normal
205,0,4.153742752837374,normal
206,0,4.127301157559281,normal
207,0,4.144874786471148,normal
208,0,4.204374699484137,normal
209,0,4.131583691505523,normal
210,0,4.160514601876306,normal
211,0,4.186666479347658,normal
212,0,4.173578284522657,normal
213,0,4.187583472127794,normal
214,0,4.162122391638413,normal
215,0,4.155394545995317,normal
216,0,4.160680448799577,normal
217,0,4.172792674722421,normal
218,0,4.165161433382763,normal
219,0,4.177951891033534,normal
220,0,3.1189050816448347,normal
221,1,3.4644589942797404,anomaly
222,0,4.061518832288854,normal
223,0,3.9517006017072713,normal
224,0,4.1849920514638965,normal
225,0,4.150629776885254,normal
226,0,4.196571759409873,normal
227,0,4.143894162008146,normal
228,0,4.184895591612294,normal
229,0,4.1750914801547685,normal
230,0,4.123006033560618,normal
231,0,4.146998556724229,normal
232,0,4.169316187321843,normal
233,0,4.1798821629330165,normal
234,0,4.132080742778263,normal
235,0,4.179968125983196,normal
236,0,4.204767859081704,normal
237,0,4.134067251025893,normal
238,0,4.1381390734803984,normal
239,0,4.140148712628574,normal
240,0,4.1372092034734935,normal
241,0,4.049653728062812,normal
242,0,4.176236962158158,normal
243,0,3.9798924073192947,normal
244,0,4.151873120731437,normal
245,0,4.1724674141853475,normal
246,0,4.121644773564146,normal
247,0,4.0407846466925506,normal
248,0,4.1064861258503695,normal
249,0,4.13684734435403,normal
250,0,4.11893414132318,normal
251,0,4.139890755745963,normal
252,0,4.08167668027695,normal
253,0,4.172874088524318,normal
254,0,3.935401440159443,normal
255,0,3.8283398114662988,normal
256,0,4.229506978806311,normal
257,0,2.35116088032641,normal
258,1,3.481990875654661,anomaly
259,0,4.0662930735482306,normal
260,0,3.997002277509711,normal
261,0,3.720858430985563,normal
262,0,3.996911175534563,normal
263,0,4.023790837985351,normal
264,0,3.8354209202730756,normal
265,0,4.174218517652546,normal
266,0,4.031848286966341,normal
267,0,4.155210030036921,normal
268,0,4.113417806471832,normal
269,0,4.183624872536947,normal
270,0,4.122247630385745,normal
271,0,4.049606771806661,normal
272,0,4.047361046816458,normal
273,0,4.14466985949662,normal
274,0,4.135590891139236,normal
275,0,4.198637045751256,normal
276,0,4.225283021720703,normal
277,0,4.185873943513672,normal
278,0,4.221364233138847,normal
279,0,2.4719076244783946,normal
280,1,3.405894145080632,anomaly
281,0,3.848686719059849,normal
282,0,4.016116747664486,normal
283,0,4.170165516943856,normal
284,0,4.121577974353797,normal
285,0,4.137784335869922,normal
286,0,3.2970502331542995,normal
287,1,3.2970502331542995,anomaly
288,0,4.067470776831519,normal
289,0,4.049348120589632,normal
290,0,4.169128121168489,normal
291,0,4.174093889793223,normal
292,0,4.16915534459158,normal
293,0,4.092643910181748,normal
294,0,4.124316454685219,normal
295,0,4.146491792538524,normal
296,0,4.028480961530758,normal
297,0,4.127287274680782,normal
298,0,4.055253284913788,normal
299,0,4.078972826817265,normal
300,0,4.1493437397520845,normal
301,0,4.039249755976723,normal
302,0,4.143652566682736,normal
303,0,4.388804223774769,normal
304,0,4.150784870136551,normal
305,0,4.023698427578585,normal
306,0,4.079812089230334,normal
307,0,4.192087862442733,normal
308,0,4.120477084727281,normal
309,0,4.086356494413451,normal
310,0,4.1437705281101,normal
311,0,4.118337659754059,normal
312,0,4.185914597257263,normal
313,0,4.186077055360616,normal
314,0,4.165325953876494,normal
315,0,4.141950281840543,normal
316,0,4.131473646024423,normal
317,0,3.9907565655958397,normal
318,0,4.11338011076282,normal
319,0,4.043390675522838,normal
320,0,4.177816068621311,normal
321,0,4.1856794794634755,normal
322,0,4.084857802588716,normal
323,0,4.11747981577365,normal
324,0,4.153098909471356,normal
325,0,4.21088511360951,normal
326,0,4.084682819768244,normal
327,0,4.072604346747366,normal
328,0,4.091969216836551,normal
329,0,4.015289295340285,normal
330,0,4.199471027782589,normal
331,0,3.9473254019617228,normal
332,0,4.003332751243771,normal
333,0,4.200397884364156,normal
334,0,4.0770635760638525,normal
335,0,4.13524367211351,normal
336,0,4.1537304445271435,normal
337,0,4.193602498627087,normal
338,0,4.055708067924802,normal
339,0,4.219923252139188,normal
340,0,3.9568681728206645,normal
341,0,3.958299952866911,normal
342,0,3.953005978243477,normal
343,0,4.228987624153791,normal
344,0,4.223416168816769,normal
345,0,4.083226826092662,normal
346,0,3.2594689249089757,normal
347,0,3.650505962056188,normal
348,0,4.031588086983413,normal
349,0,3.9641389532140257,normal
350,0,4.212669194581566,normal
351,0,4.145842521561971,normal
352,0,4.145617992674188,normal
353,0,4.057838343367063,normal
354,0,3.8403427614142935,normal
355,0,3.9839453894370296,normal
356,0,3.7987247845591567,normal
357,0,3.973736355397169,normal
358,0,3.9248710202738133,normal
359,0,3.835884954917826,normal
360,0,3.882802855905007,normal
361,0,4.165525597167456,normal
362,0,3.7417857032652053,normal
363,0,4.049231832185304,normal
364,0,4.249733414733426,normal
365,0,4.15659509611248,normal
366,0,3.9698621531449216,normal
367,0,3.678641945769999,normal
368,0,2.3956871119862386,normal
369,0,4.143171731450918,normal
370,0,4.116224653005651,normal
371,0,4.175274737269052,normal
372,0,4.178193943255669,normal
373,0,3.9613925515180175,normal
374,0,4.197142270965424,normal
375,0,4.351434415333942,normal
376,0,4.144005201497716,normal
377,0,4.193157350598224,normal
378,0,4.154229149385293,normal
379,0,4.220191741729001,normal
380,0,4.133355855051001,normal
381,0,4.120471172869925,normal
382,0,4.195004273930569,normal
383,0,4.146580204311455,normal
384,0,4.130383032047586,normal
385,0,4.10595511547736,normal
386,0,4.208275787480738,normal
387,0,4.125482604283076,normal
388,0,4.172794997549934,normal
389,0,4.17265029387344,normal
390,0,4.171417850045715,normal
391,0,4.158632580672434,normal
392,0,4.152628637656216,normal
393,0,2.508091229216572,normal
394,1,3.3695552827455106,anomaly
395,0,4.179637178261162,normal
396,0,4.103764781089821,normal
397,0,4.351432635034602,normal
398,0,4.13558084615832,normal
399,0,4.115969816931623,normal
400,0,4.045534974771012,normal
401,0,4.203259608201817,normal
402,0,4.134000202130961,normal
403,0,4.032818782285165,normal
404,0,4.187402651028182,normal
405,0,4.081267017130671,normal
406,0,4.0174045124781985,normal
407,0,4.124348117552778,normal
408,0,4.1460704890474025,normal
409,0,4.108806827200553,normal
410,0,3.826317313660247,normal
411,0,4.02838581701789,normal
412,0,4.149348897874158,normal
413,0,4.126458028817557,normal
414,0,4.133871708949874,normal
415,0,4.153948248404069,normal
416,0,2.7090166485514833,normal
417,1,3.338675745730875,anomaly
418,0,4.118240263750457,normal
419,0,4.050870684899676,normal
420,0,4.173816103164846,normal
421,0,4.132795975440643,normal
422,0,4.154066504014074,normal
423,0,4.134298162064465,normal
424,0,4.138938837301991,normal
425,0,4.164830402517803,normal
426,0,4.17979423634523,normal
427,0,4.173143032286993,normal
428,0,4.207496101477164,normal
429,0,4.2037061321146965,normal
430,0,4.236539546957195,normal
431,0,4.105690098983496,normal
432,0,4.177359061367379,normal
433,0,4.207162603703104,normal
434,0,4.131754812347315,normal
435,0,4.168858830889492,normal
436,0,4.161587726016526,normal
437,0,4.171410737264784,normal
438,0,4.131593524236266,normal
439,0,4.2189825205778755,normal
440,0,4.212854988774626,normal
441,0,4.158979814916145,normal
442,0,4.198960868968123,normal
443,0,4.233922009337303,normal
444,0,4.210717839898441,normal
445,0,4.178898787266911,normal
446,0,4.198664527287489,normal
447,0,4.194729808784335,normal
448,0,4.14866524144933,normal
449,0,4.190359049662918,normal
450,0,4.163830032436155,normal
451,0,4.183661191723536,normal
452,0,4.1664773597814495,normal
453,0,4.1984114693769525,normal
454,0,4.135604089423005,normal
455,0,4.2161883363014345,normal
456,0,2.474257912317294,normal
457,1,3.367127158176038,anomaly
458,0,3.978582806364647,normal
459,0,4.1373053665326385,normal
460,0,4.176711474348981,normal
461,0,4.150883039217581,normal
462,0,3.6843909730536315,normal
463,0,3.4864886700256954,normal
464,0,3.971407221168557,normal
465,0,4.135566382057643,normal
466,0,4.082217368796212,normal
467,0,4.144929661696557,normal
468,0,4.1612084712397275,normal
469,0,4.117316355597158,normal
470,0,4.177252393285687,normal
471,0,4.136114231225029,normal
472,0,4.126953535548762,normal
473,0,4.1495522876176905,normal
474,0,4.142738842309241,normal
475,0,4.133300564565629,normal
476,0,4.155155154122302,normal
477,0,3.956082723099545,normal
478,0,4.04931594673188,normal
479,0,4.150013071887224,normal
480,0,4.117913320633434,normal
481,0,4.1674792493406585,normal
482,0,4.163609778703774,normal
483,0,4.146320865467597,normal
484,0,4.139486783289353,normal
485,0,4.173319928353682,normal
486,0,3.333746791256152,normal
487,1,3.333746791256152,anomaly
488,0,4.053951964621457,normal
489,0,4.063611589131702,normal
490,0,4.210219552066432,normal
491,0,4.103880760768642,normal
492,0,4.133543684981216,normal
493,0,4.200904136684424,normal
494,0,4.11890292847345,normal
495,0,4.150983207671314,normal
496,0,4.168532624793874,normal
497,0,4.149531887250705,normal
498,0,4.157038666184958,normal
499,0,4.164670630709354,normal
500,0,4.178412114717685,normal
501,0,4.137363538957809,normal
502,0,4.112640779056416,normal
503,0,4.201763019332892,normal
504,0,4.145003603445352,normal
505,0,4.1506236339072915,normal
506,0,4.108508766722314,normal
507,0,4.134574860476398,normal
508,0,4.202940888269915,normal
509,0,4.167539757758586,normal
510,0,4.152505684731481,normal
511,0,4.127318291642676,normal
512,0,4.156830437450502,normal
513,0,4.025792651832097,normal
514,0,4.103982854484259,normal
515,0,4.183436548315998,normal
516,0,4.175937043967227,normal
517,0,4.174066586613458,normal
518,0,4.127725158630993,normal
519,0,4.138654396695167,normal
520,0,4.167395624377162,normal
521,0,4.182889330039534,normal
522,0,4.167481911803204,normal
523,0,4.130385856194268,normal
524,0,4.144604508832889,normal
525,0,4.147186804162211,normal
526,0,4.132434095934999,normal
527,0,4.192192148188776,normal
528,0,4.1852347810792,normal
529,0,4.212633253723287,normal
530,0,4.176474669812114,normal
531,0,4.102713776076625,normal
532,0,4.176802934958844,normal
533,0,4.148959019914264,normal
534,0,4.224044652673673,normal
535,0,4.155803344208832,normal
536,0,4.18505121845313,normal
537,0,4.176128024124125,normal
538,0,4.141648886592905,normal
539,0,4.1623980130238705,normal
540,0,4.180745535378992,normal
541,0,4.0633666039854885,normal
542,0,4.175302517343617,normal
543,0,4.210949492543177,normal
544,0,4.218981574112495,normal
545,0,4.167932930068296,normal
546,0,4.153723731119916,normal
547,0,4.2128305579079885,normal
548,0,4.115976311924231,normal
549,0,4.186612598003079,normal
550,0,4.087064230069469,normal
551,0,4.177650938707974,normal
552,0,4.210155786543746,normal
553,0,4.2394530051631145,normal
554,0,4.204028521264157,normal
555,0,4.172851614545828,normal
556,0,4.20706688665428,normal
557,0,4.201195139344288,normal
558,0,4.187917082293006,normal
559,0,4.172477155150944,normal
560,0,4.1787950813444485,normal
561,0,4.198117791966897,normal
562,0,4.109371052349398,normal
563,0,4.1263907296084925,normal
564,0,4.1557596567279935,normal
565,0,4.277064847371112,normal
566,0,3.119851505374812,normal
567,1,3.2306496438753944,anomaly
568,0,4.005797915878946,normal
569,0,3.9921529454356377,normal
570,0,4.184630398919851,normal
571,0,4.153302594496342,normal
572,0,4.171582671933234,normal
573,0,4.213907702661355,normal
574,0,4.184548077625686,normal
575,0,4.1895374194231385,normal
576,0,4.21320350712304,normal
577,0,4.199458406628123,normal
578,0,4.20242346242669,normal
579,0,4.212344776284486,normal
580,0,4.158378998091513,normal
581,0,4.194546805404702,normal
582,0,4.13190655866665,normal
583,0,4.154547864167239,normal
584,0,4.156720934322377,normal
585,0,4.19096804342675,normal
586,0,4.215087239308732,normal
587,0,4.207633382783858,normal
588,0,4.190533222123249,normal
589,0,4.186304635189455,normal
590,0,4.175202150382633,normal
591,0,4.189297030581995,normal
592,0,4.186033017365164,normal
593,0,4.169526194457337,normal
594,0,4.195003185781302,normal
595,0,4.264367245174004,normal
596,0,4.206429805708745,normal
597,0,4.140269017821644,normal
598,0,4.182396010361839,normal
599,0,4.1310599287146665,normal
600,0,4.2553277690631965,normal
601,0,4.1491383959144015,normal
602,0,4.10925621868795,normal
603,0,4.257999166204196,normal
604,0,2.2874452997424393,normal
605,1,3.5324223091238847,anomaly
606,0,4.03326466325015,normal
607,0,4.021182155501754,normal
608,0,4.1545260209346315,normal
609,0,4.128105607151767,normal
610,0,4.140437877053079,normal
611,0,2.4440930817036044,normal
612,0,2.3336234515078824,normal
613,0,4.202957586289265,normal
614,0,4.169022309304047,normal
615,0,4.094982185949256,normal
616,0,4.143669780188492,normal
617,0,4.26061396485933,normal
618,0,4.098386879803582,normal
619,0,4.058854042533268,normal
620,0,4.185119821410306,normal
621,0,4.067514258833644,normal
622,0,3.912103047519122,normal
623,0,4.085610664066067,normal
624,0,4.131610349836311,normal
625,0,4.1538972669620895,normal
626,0,4.194148063998095,normal
627,0,4.212357662908872,normal
628,0,4.14337500998215,normal
629,0,4.216392767987785,normal
630,0,4.187455873667303,normal
631,0,2.6900144062907803,normal
632,1,3.3508758425358423,anomaly
633,0,4.130559964787127,normal
634,0,4.037695338117636,normal
635,0,4.1929105030989735,normal
636,0,4.176528163003528,normal
637,0,4.203375610487802,normal
638,0,4.168679970088321,normal
639,0,2.596957750402947,normal
640,1,3.321861904545254,anomaly
641,0,4.061842073206418,normal
642,0,4.048534498215506,normal
643,0,4.183447918454989,normal
644,0,4.1741735834262945,normal
645,0,4.174961517431686,normal
646,0,4.2317240486934,normal
647,0,4.2163137306144725,normal
648,0,4.112695798460749,normal
649,0,4.159288071520769,normal
650,0,4.1264566106575575,normal
651,0,4.183788464440071,normal
652,0,4.179199823947952,normal
653,0,4.171832426778142,normal
654,0,4.206029015725796,normal
655,0,4.200949610599758,normal
656,0,4.100416682138824,normal
657,0,4.147049118548207,normal
658,0,4.141390851620408,normal
659,0,4.151016111728921,normal
660,0,4.148376713620401,normal
661,0,4.18245775907347,normal
662,0,4.149687489438593,normal
663,0,4.214066889567997,normal
664,0,4.137665732512744,normal
665,0,4.16683905591941,normal
666,0,4.161434460235218,normal
667,0,4.0189796988622435,normal
668,0,4.178881435941981,normal
669,0,4.149394388226042,normal
670,0,3.6197982102547206,normal
671,1,2.4346738628237516,anomaly
672,0,3.995558263016956,normal
673,0,3.9833959025738994,normal
674,0,4.129452466513904,normal
675,0,4.124015213070171,normal
676,0,4.221660627303673,normal
677,0,4.114114886884725,normal
678,0,4.149995855026394,normal
679,0,4.159130127253963,normal
680,0,4.0242087416088745,normal
681,0,4.275611224017922,normal
682,0,4.154238910058756,normal
683,0,3.9840961849195726,normal
684,0,4.156723002141852,normal
685,0,4.179742158833382,normal
686,0,4.114779316706138,normal
687,0,4.12839405895747,normal
688,0,4.175072506098591,normal
689,0,4.251217171421724,normal
690,0,4.1624603073161515,normal
691,0,4.139879865096507,normal
692,0,4.184606145707807,normal
693,0,4.218569051103437,normal
694,0,4.1690878127253255,normal
695,0,4.135975221709004,normal
696,0,4.158636528462441,normal
697,0,4.12850377808812,normal
698,0,4.233645634807625,normal
699,0,4.133465467233371,normal
700,0,4.198536120866292,normal
701,0,4.146865480778085,normal
702,0,4.236148520943923,normal
703,0,4.15455378591033,normal
704,0,4.188922834867233,normal
705,0,4.191777729317509,normal
706,0,4.240981455025855,normal
707,0,4.1058055900004184,normal
708,0,4.1525583890183935,normal
709,0,4.151451133981671,normal
710,0,4.196939763186039,normal
711,0,4.157229971030669,normal
712,0,4.201146006472131,normal
713,0,4.167773823215317,normal
714,0,4.180938834875391,normal
715,0,4.216232264333252,normal
716,0,4.145214198275359,normal
717,0,4.214326619210121,normal
718,0,4.154452588000751,normal
719,0,4.245808097789915,normal
720,0,4.198752899362657,normal
721,0,4.226721290779964,normal
722,0,4.202920022572605,normal
723,0,4.149863240115405,normal
724,0,4.056054675459695,normal
725,0,4.124008775512891,normal
726,0,4.178356015765249,normal
727,0,4.218261424476178,normal
728,0,4.149971496136246,normal
729,0,4.111590612433318,normal
730,0,4.086937493431587,normal
731,0,4.125458643765955,normal
732,0,3.9436892283449425,normal
733,0,4.05533081329111,normal
734,0,4.138650887795347,normal
735,0,4.120427703236838,normal
736,0,4.225514706099447,normal
737,0,4.19155712084898,normal
738,0,4.15947926517006,normal
739,0,4.158416700948394,normal
740,0,4.125164950438389,normal
741,0,4.161534145460474,normal
742,0,4.184800344034841,normal
743,0,4.136052309504746,normal
744,0,4.179120612592299,normal
745,0,4.196742933701688,normal
746,0,4.20294492229181,normal
747,0,4.138578507174512,normal
748,0,4.143468837476957,normal
749,0,4.130066913774615,normal
750,0,4.160370494368951,normal
751,0,4.144922615980543,normal
752,0,4.201807207545046,normal
753,0,4.236175959699733,normal
754,0,4.159290035098708,normal
755,0,4.196426848307005,normal
756,0,4.133207224206297,normal
757,0,4.177009219920305,normal
758,0,4.135078348325663,normal
759,0,4.188980958685298,normal
760,0,4.1431189423439205,normal
761,0,4.19966449789567,normal
762,0,4.224609169950196,normal
763,0,4.174404590137078,normal
764,0,2.421822440822298,normal
765,1,3.4321077825678157,anomaly
766,0,3.9476418838518916,normal
767,0,3.912603449667516,normal
768,0,4.194714311053847,normal
769,0,4.038565747547434,normal
770,0,4.001981051381429,normal
771,0,4.138316915497312,normal
772,0,4.0232554285046005,normal
773,0,4.123751048162043,normal
774,0,4.098146604594548,normal
775,0,3.9275625446648323,normal
776,0,4.121482248222886,normal
777,0,4.218929452474593,normal
778,0,4.115636002484842,normal
779,0,4.235257521648793,normal
780,0,4.181112110542852,normal
781,0,4.165031192180902,normal
782,0,4.154299600827981,normal
783,0,4.237424723672077,normal
784,0,4.196795897300976,normal
785,0,4.2121277691914605,normal
786,0,4.194816310196947,normal
787,0,4.185382149582434,normal
788,0,4.128361828380833,normal
789,0,4.272119813498975,normal
790,0,4.166030365294809,normal
791,0,4.14604710266782,normal
792,0,4.038158853390445,normal
793,0,3.895410194549721,normal
794,0,4.20188192356093,normal
795,0,4.188605079469565,normal
796,0,4.21149375995323,normal
797,0,4.127069756503939,normal
798,0,4.155829895712821,normal
799,0,4.172091932811804,normal
800,0,4.233245122662289,normal
801,0,4.162938657544392,normal
802,0,4.193305383566359,normal
803,0,4.2153278262342155,normal
804,0,4.150626910805599,normal
805,0,4.16419291778612,normal
806,0,4.174126882350612,normal
807,0,4.141682227678938,normal
808,0,4.161801522341412,normal
809,0,4.165891012316502,normal
810,0,4.221614695460648,normal
811,0,3.5792149821424952,normal
812,0,3.6653108725970935,normal
813,0,4.0187113360739355,normal
814,0,4.1901529818292325,normal
815,0,4.1228810376036416,normal
816,0,4.126433399307731,normal
817,0,4.179273692467957,normal
818,0,4.258341225319877,normal
819,0,4.192326647080837,normal
820,0,4.179423666611929,normal
821,0,4.186348343694765,normal
822,0,4.171020901136609,normal
823,0,4.190866770759323,normal
824,0,4.132638032912831,normal
825,0,4.1802314457763865,normal
826,0,4.165791968436256,normal
827,0,4.21363961573693,normal
828,0,4.154958127455876,normal
829,0,4.11947055103185,normal
830,0,4.236859471235537,normal
831,0,4.221141500846683,normal
832,0,4.1341732272244025,normal
833,0,4.177977975253025,normal
834,0,4.203606199746186,normal
835,0,4.193796744596801,normal
836,0,4.148433913455487,normal
837,0,4.210812105566732,normal
838,0,4.197439454372164,normal
839,0,4.191229444161705,normal
840,0,4.0346221007573435,normal
841,0,4.12491947202826,normal
842,0,4.2452880505192585,normal
843,0,4.07227947942673,normal
844,0,3.9327986582676417,normal
845,0,4.123507573015631,normal
846,0,4.072684545471447,normal
847,0,4.213659560352638,normal
848,0,4.144335037763683,normal
849,0,4.189924512967799,normal
850,0,4.215500548954915,normal
851,0,4.19795674989696,normal
852,0,4.1468856300944665,normal
853,0,4.232468559179556,normal
854,0,4.162152852689029,normal
855,0,4.165523409993633,normal
856,0,4.131645154390967,normal
857,0,4.206720266853886,normal
858,0,4.136542711389415,normal
859,0,4.172473784924432,normal
860,0,4.183647632702285,normal
861,0,4.200869394921193,normal
862,0,4.220579735671962,normal
863,0,4.124609353577942,normal
864,0,4.185999373618682,normal
865,0,4.125808670369361,normal
866,0,4.112970121019445,normal
867,0,4.188624078435754,normal
868,0,4.208890003279031,normal
869,0,3.859347912053492,normal
870,0,2.9965230167125454,normal
871,0,3.4485780912419126,normal
872,0,4.061168625573383,normal
873,0,4.077985167532867,normal
874,0,3.8591908833432447,normal
875,0,3.0672531430025383,normal
876,0,2.3736838763559946,normal
877,0,3.59898778302321,normal
878,0,3.2927563926109316,normal
879,0,4.066379137644841,normal
880,0,4.083855857485411,normal
881,0,4.148693933364557,normal
882,0,4.162945365981403,normal
883,0,4.182193295834559,normal
884,0,4.14492104164826,normal
885,0,4.196788895954147,normal
886,0,4.158659031898984,normal
887,0,4.1782340242242695,normal
888,0,4.17414429231856,normal
889,0,4.19270206149423,normal
890,0,2.4173408372943115,normal
891,1,3.4704407128083683,anomaly
892,0,4.084485519629706,normal
893,0,3.999923343221202,normal
894,0,4.177220134399663,normal
895,0,4.179138028400829,normal
896,0,4.180292457374464,normal
897,0,4.183963719569743,normal
898,0,4.17498748944848,normal
899,0,4.221791186707249,normal
900,0,4.192182591156283,normal
901,0,4.1564153686364085,normal
902,0,4.201607008591855,normal
903,0,4.233467368714394,normal
904,0,4.176715362504137,normal
905,0,4.1209308995741445,normal
906,0,4.197457890089904,normal
907,0,4.199487937768718,normal
908,0,4.296289960890037,normal
909,0,4.1911591606634495,normal
910,0,4.174458734627377,normal
911,0,4.196768731054269,normal
912,0,4.226127972229292,normal
913,0,4.201435810935921,normal
914,0,4.122738651749012,normal
915,0,4.1670621842116695,normal
916,0,3.3889988628416643,normal
917,1,3.3889988628416643,anomaly
